industry,stock_A,stock_B,corr,coint_p,adf_p,alpha,hedge_ratio,spread_std,n_obs,passes_filter,score
Airlines,LUV,JBLU,0.5309791605374856,0.529328434888679,0.28822260750913753,3.304300136371916,0.08844042386469564,0.15734289073462573,752,False,0.4273382837713915
Semiconductors,QCOM,KLAC,0.6100832162837135,0.5853843617981718,0.33751223457158486,3.5374674179914507,0.22267829535913553,0.14759283358319633,752,False,0.42347656978320647
Beverages,PEP,CELH,0.1805645953310741,0.2565631447091301,0.10205875803772207,4.733624980003641,0.08929087198175772,0.09509368801054831,752,False,0.4125949539102882
Beverages,STZ,TAP,0.4823943409679351,0.5047606959910013,0.267491307288354,-0.42412106881800327,1.4305546246269945,0.141442471141823,752,False,0.36270611364724037
Airlines,LUV,ALK,0.5830472611613287,0.5779359497261148,0.3315608983437315,2.139273543122049,0.34437174609245624,0.1437661109922274,752,False,0.3467755364071129
Autos,NIO,XPEV,0.6603395172814949,0.6331010602243641,0.38445690940512667,1.454860993926962,0.10664469433448431,0.3171167955153813,752,False,0.32489027625140804
Airlines,AAL,CPA,0.47835043757846835,0.5084892153978334,0.270670769527418,1.4675110150197952,0.23856911790787727,0.15772143879538994,752,False,0.32051398881944543
Autos,GM,HMC,0.3656708398186879,0.4254928451095471,0.20703029973317205,7.553583287029131,-1.0760255955491793,0.2659055851564741,752,False,0.3133082455732288
Communication,NFLX,VZ,0.016733159876226797,0.13097429694064394,0.043433832959596616,-5.990502995707985,2.7772243430936836,0.2624579166487117,752,False,0.29843673044993224
Beverages,KO,PEP,0.6164781896703884,0.6080890893559726,0.3598277796788022,6.393629841688764,-0.43524165503541745,0.08037150098821322,752,False,0.29703745328088055
Beverages,KO,STZ,0.34647953223626643,0.4131679127809166,0.19916076937318344,5.629952229856137,-0.2716598029326738,0.06612506336833235,752,False,0.2954606482752004
Retail,DG,KR,0.20117164182085798,0.2954142933699523,0.12484399049077938,7.397386936900148,-0.6522391938812007,0.2385458192193455,752,False,0.29475850965854733
Semiconductors,QCOM,MU,0.49443634392082164,0.5269619391108721,0.28548638108834246,4.5107585832919135,0.10555910592556117,0.1578495564861809,752,False,0.27894098109736987
HealthCare,BMY,REGN,0.2964594252505069,0.37829048955968275,0.1753800485395624,4.238343037894843,-0.041544855558744764,0.1253019797695611,752,False,0.26979919535168156
Communication,META,VZ,-0.08446000785144966,0.04001134315221856,0.010298858751326563,-2.806058415753135,2.439950181518334,0.2098347655444476,752,False,0.2620658422078812
Semiconductors,AVGO,KLAC,0.6255197431545464,0.6216498283837163,0.3729353348764607,-3.4676262601520733,1.3021661950712167,0.20758753615046452,752,False,0.2460327907169459
Semiconductors,QCOM,AMAT,0.5979206370517947,0.604544922386644,0.3557721609089082,3.604876420431701,0.2687017676957044,0.1503282810001199,752,False,0.2390093257088668
HealthCare,ABBV,GILD,0.34922086752089615,0.42568391080973544,0.20766617282775163,2.820452237180575,0.5246463414364726,0.09659000402197745,752,False,0.23565818169364408
Energy,CVX,COP,0.7772700821056806,0.7190286653138449,0.48286671935470526,3.412124627477482,0.35135650628819093,0.0671467259654122,752,False,0.21827377972142303
Autos,RIVN,HMC,0.1400114833659563,0.25786584642531507,0.10438010022257344,2.952898951370857,-0.08159372151497601,0.24031446228820957,752,False,0.21569873048954202
Retail,DG,LOW,0.18604880169954702,0.29731790945334535,0.12599752536605546,10.575044650890462,-1.0656057091143332,0.2429484133111221,752,False,0.21554295305035232
Communication,DIS,T,0.11390397253212532,0.2379181425912888,0.09392452712783306,3.73430257676889,0.28975793329739297,0.09241291555134733,752,False,0.20123369368070299
Energy,CVX,SLB,0.6285319675685301,0.6313251529350533,0.38327708145477235,4.295897531339005,0.19886590041087793,0.06994733041613653,752,False,0.19050609885523825
Retail,DLTR,LOW,0.31694377737770396,0.4156191744594286,0.2004540643159381,10.685364755472492,-1.1054810245859947,0.22908776975465595,752,False,0.14841145337599126
Banks,MS,PNC,0.6811369436937961,0.6759055566681615,0.4305293087757468,-1.7400458512820478,1.265183039613535,0.1188312554366831,752,False,0.1120525289022164
Semiconductors,AMAT,KLAC,0.8936255593232657,0.8001236618385916,0.5867995264508468,0.5550495087718446,0.7071940449239689,0.11394790906448612,752,False,0.10571791239387762
Communication,DIS,TMUS,0.0753596690113645,0.22524250486154768,0.08702294794313098,2.9918391235561685,0.30956018715212963,0.09471659903383989,752,False,0.09318901665749657
Airlines,ALK,RYAAY,0.4133991491825193,0.5020427622059034,0.26567174104445423,2.9903947007898743,0.21245115102398238,0.18892092706850827,752,False,0.06476921898644739
Beverages,PEP,FIZZ,0.3462870588889677,0.4551376835657548,0.22867931645532308,3.5950289573508627,0.3917484661962707,0.08309809208434785,752,False,0.04874138418140139
Airlines,UAL,LUV,0.5991995312016494,0.6357977105600908,0.3872467875376912,-1.2488134006568288,1.5734895422336876,0.27788743338122646,752,False,0.028091799044604432
Semiconductors,AMD,KLAC,0.6023906465714116,0.6389496686144159,0.3911290152538909,0.7417505807873184,0.6410387755735876,0.16721070540656868,752,False,0.018225153836442715
Communication,DIS,VZ,0.12421260144507618,0.285116854065231,0.11927496247045427,2.482744526963785,0.5767322698326982,0.09926530003883222,752,False,-0.0005770732729970529
Banks,JPM,C,0.7418727771283457,0.730737062848147,0.4960200761803688,1.9596967334347966,0.8120070815479155,0.07258139270150606,752,False,-0.028603379955192465
Semiconductors,AVGO,MU,0.5670231403468374,0.624532021459039,0.3746813395354183,1.5688923665309957,0.7546274454294304,0.3068642832872136,752,False,-0.035676455057905315
HealthCare,PFE,BMY,0.4804213871299053,0.5661539512005819,0.3201240624300492,1.103766663274273,0.5615034683697999,0.11278608047890391,752,False,-0.03939750435948647
Semiconductors,AMD,INTC,0.39115356444083466,0.5093221673092946,0.27145656754086844,3.371531628629736,0.47160343164307683,0.24133270350225045,752,False,-0.08131840876449145
Beverages,MNST,TAP,0.29906833267771643,0.4417031145356503,0.21922506796439045,6.599272868466343,-0.6286851045412867,0.11901668968471474,752,False,-0.08711822117368323
