timestamp,open,high,low,close,volume,wap,barCount
2023-05-02,165.32,165.38,158.45,160.04,6762698,160.258,39662
2023-05-03,158.15,159.57,156.74,156.83,4696604,158.163,26895
2023-05-04,157.11,158.2,155.42,156.22,4704777,156.707,23600
2023-05-05,159.3,161.12,158.78,160.21,3288289,160.22,18421
2023-05-08,161.57,162.3,159.52,159.58,3301796,160.622,16162
2023-05-09,158.11,160.42,157.91,159.12,2680144,159.288,14527
2023-05-10,160.44,160.44,155.88,157.09,3800724,157.212,20593
2023-05-11,155.38,156.32,153.89,156.22,3340073,155.372,18899
2023-05-12,157.0,157.93,155.56,156.62,2792163,156.704,15628
2023-05-15,157.23,158.17,156.23,157.2,2847117,157.239,14019
2023-05-16,156.48,157.02,153.32,153.51,4372747,154.307,20444
2023-05-17,154.78,156.42,153.96,155.71,3796233,155.203,18355
2023-05-18,152.87,154.24,151.53,154.01,4425389,152.816,22978
2023-05-19,154.89,156.44,153.98,155.23,4025395,155.236,21989
2023-05-22,153.79,154.83,152.09,152.44,6964894,153.444,43295
2023-05-23,154.14,157.68,153.84,156.85,6576637,156.675,38466
2023-05-24,157.95,158.57,156.29,157.27,4306002,157.393,25558
2023-05-25,154.68,155.63,153.5,154.56,3914488,154.484,23966
2023-05-26,155.29,155.63,153.46,154.08,3621749,154.188,19105
2023-05-30,151.67,153.26,151.21,153.12,4424999,152.306,24054
2023-05-31,151.48,152.43,150.36,150.62,4738358,151.285,27867
2023-06-01,151.55,153.74,149.74,152.16,6037225,152.034,34945
2023-06-02,154.58,156.75,153.61,156.26,5308353,155.621,31727
2023-06-05,158.45,158.45,155.24,155.51,3770944,156.379,22275
2023-06-06,153.33,156.16,153.2,155.79,3417853,155.252,20080
2023-06-07,156.55,160.21,156.5,159.83,5107817,159.185,31331
2023-06-08,160.16,160.49,157.09,159.24,4073196,159.23,25807
2023-06-09,159.28,160.39,158.62,158.86,3800429,159.173,22219
2023-06-12,157.06,159.33,156.23,157.33,4210382,157.212,23807
2023-06-13,158.52,160.58,158.27,158.51,3766396,159.41,24621
2023-06-14,159.98,160.77,156.14,157.09,3974104,157.916,25744
2023-06-15,157.32,159.79,157.32,158.28,3812247,158.754,23266
2023-06-16,158.57,159.24,157.26,157.26,6960328,158.061,29730
2023-06-20,156.15,156.57,152.24,153.68,5146936,153.484,29388
2023-06-21,152.67,155.96,152.5,154.88,3666216,154.907,22640
2023-06-22,153.35,153.59,151.97,152.64,4373088,152.744,26559
2023-06-23,151.01,151.7,150.13,151.35,4369494,151.17,27265
2023-06-26,151.62,154.97,151.54,154.01,4077316,153.899,23162
2023-06-27,153.5,154.71,152.81,153.53,3421426,153.675,21558
2023-06-28,153.44,155.02,152.19,154.92,3326278,154.153,20095
2023-06-29,155.43,156.27,154.44,156.24,3164657,155.417,19471
2023-06-30,157.46,157.92,156.6,157.35,3203914,157.527,19517
2023-07-03,157.18,158.1,156.7,157.21,2027745,157.325,10463
2023-07-05,157.7,157.7,155.12,156.31,3739029,155.922,22611
2023-07-06,155.2,155.83,151.63,152.88,4613129,152.912,28012
2023-07-07,152.14,155.99,151.96,154.22,3251768,154.513,20323
2023-07-10,153.93,155.79,153.92,155.25,2599091,154.858,14654
2023-07-11,156.0,158.41,155.66,158.12,2902054,157.415,16850
2023-07-12,159.22,160.34,158.33,159.64,3318549,159.221,20701
2023-07-13,159.84,160.6,156.57,157.51,4387709,158.205,24702
2023-07-14,157.01,157.02,153.3,153.58,4023183,154.225,23642
2023-07-17,153.35,154.14,152.64,153.44,2540951,153.459,13792
2023-07-18,152.67,156.07,152.37,153.75,3932915,154.612,20939
2023-07-19,153.83,155.78,153.28,154.69,2925650,154.858,17356
2023-07-20,156.16,157.19,155.71,156.4,3536126,156.332,21408
2023-07-21,157.53,158.83,157.05,158.69,3388933,158.174,19709
2023-07-24,160.47,164.04,160.01,161.82,5945252,162.256,33740
2023-07-25,161.91,163.51,160.66,162.56,3886198,162.442,24348
2023-07-26,160.88,162.09,160.55,161.34,3025616,161.294,18698
2023-07-27,162.09,162.47,159.22,159.66,3745412,160.735,22272
2023-07-28,158.41,159.0,156.51,158.87,3436488,158.303,20623
2023-07-31,161.13,163.98,160.62,163.66,6418334,163.347,35069
2023-08-01,163.64,163.64,160.55,162.3,4250152,161.907,24336
2023-08-02,161.17,161.22,158.06,159.73,3964465,159.293,24937
2023-08-03,159.91,161.7,158.85,159.67,3687450,160.407,23425
2023-08-04,160.66,163.02,159.04,159.31,5619723,161.162,36897
2023-08-07,161.01,161.38,159.08,159.89,3910125,160.195,22474
2023-08-08,158.02,159.79,156.22,159.65,3889794,158.251,25308
2023-08-09,160.86,161.44,159.31,159.86,6498573,160.381,40477
2023-08-10,160.33,162.48,159.61,160.83,4566105,161.016,28684
2023-08-11,160.5,164.17,160.18,164.15,4066438,162.99,24326
2023-08-14,163.77,164.25,162.61,164.03,3249705,163.634,19217
2023-08-15,163.4,163.41,159.1,159.24,4337761,160.474,25318
2023-08-16,160.52,161.83,158.47,158.63,4808589,160.116,28198
2023-08-17,159.18,162.14,158.97,159.75,4558525,160.845,28970
2023-08-18,158.38,161.32,158.16,160.9,3581169,160.256,20593
2023-08-21,161.2,162.07,159.45,160.36,3373993,160.285,21206
2023-08-22,160.49,161.25,158.97,159.04,3220511,159.929,20402
2023-08-23,158.14,159.41,156.7,159.25,2838899,158.528,17108
2023-08-24,157.73,159.89,157.56,157.94,2714207,158.797,18129
2023-08-25,159.07,159.91,157.64,159.12,2771231,159.01,17430
2023-08-28,159.53,161.8,159.21,160.21,2704526,160.26,16155
2023-08-29,160.98,160.98,159.1,159.96,3123770,159.827,19000
2023-08-30,160.59,161.25,159.93,160.18,3201507,160.388,20043
2023-08-31,161.01,161.24,159.93,161.1,3434088,160.72,21194
2023-09-01,162.64,164.69,162.64,164.3,3972507,163.903,23105
2023-09-05,165.28,167.56,165.2,166.46,5971407,166.54,35614
2023-09-06,166.28,167.44,165.58,166.63,4286372,166.567,28068
2023-09-07,167.14,167.9,166.28,166.64,4725801,166.923,31360
2023-09-08,167.42,168.49,166.7,167.21,4612434,167.714,29229
2023-09-11,168.08,168.59,162.87,163.76,4071983,165.307,24543
2023-09-12,165.3,167.19,165.1,166.81,4349091,166.695,29850
2023-09-13,167.41,167.75,165.58,166.2,2898350,166.304,19121
2023-09-14,167.7,168.5,167.11,167.23,3962293,167.566,26631
2023-09-15,166.22,168.37,165.88,166.5,7833982,166.976,37209
2023-09-18,167.87,168.36,166.4,167.22,3593832,167.457,22286
2023-09-19,168.69,168.96,166.42,167.2,3819566,167.574,24104
2023-09-20,167.07,168.51,166.6,166.69,3327008,167.638,20971
2023-09-21,167.12,167.87,165.05,165.19,4080249,166.302,26784
2023-09-22,166.23,167.42,165.94,166.28,3382477,166.598,21771
2023-09-25,166.33,168.78,165.99,168.71,2968184,167.858,17572
2023-09-26,167.44,168.41,166.98,167.8,2934812,167.655,18277
2023-09-27,169.37,171.23,168.81,171.04,5426677,170.442,32370
2023-09-28,170.55,171.7,169.43,170.59,4215077,170.635,27525
2023-09-29,170.49,170.5,167.82,168.62,3659551,168.836,24835
2023-10-02,168.34,168.57,165.23,166.54,3616485,166.189,24526
2023-10-03,165.92,167.36,165.51,166.93,3513557,166.584,25263
2023-10-04,164.7,164.98,161.49,163.04,5712107,162.708,38252
2023-10-05,161.42,164.76,161.39,163.9,4422836,163.633,31532
2023-10-06,164.31,164.37,158.99,162.23,6214443,161.726,41378
2023-10-09,166.38,168.19,164.95,166.72,4367776,166.83,29456
2023-10-10,166.81,167.4,165.67,166.54,3251347,166.772,22669
2023-10-11,165.07,165.08,160.48,161.1,7767807,161.766,48840
2023-10-12,163.26,163.26,160.9,161.23,4498965,161.784,30212
2023-10-13,163.41,164.84,162.3,164.06,4887977,163.785,29161
2023-10-16,165.34,165.81,163.85,165.4,3189101,165.171,21062
2023-10-17,164.83,168.2,164.65,167.59,4592056,167.26,31063
2023-10-18,168.47,169.7,167.58,168.92,4100737,168.969,27443
2023-10-19,168.7,170.17,167.51,169.1,3915045,169.272,27091
2023-10-20,168.41,169.1,166.09,166.83,4048201,167.525,25545
2023-10-23,163.3,164.43,160.25,160.68,9702963,161.943,65775
2023-10-24,160.89,161.08,156.47,156.65,9228639,158.575,65655
2023-10-25,156.94,157.41,155.17,155.87,6375273,155.914,46760
2023-10-26,155.01,155.18,153.63,154.75,6271381,154.342,46420
2023-10-27,150.72,151.25,143.96,144.35,15840641,145.958,95889
2023-10-30,145.66,146.44,144.32,146.09,8247464,145.339,50012
2023-10-31,146.05,146.52,144.23,145.73,7754421,145.248,51293
2023-11-01,145.98,146.02,143.82,143.98,6200285,144.835,42269
2023-11-02,144.54,149.0,143.83,148.76,6599130,147.316,42524
2023-11-03,148.3,148.56,146.15,147.61,6983071,147.259,48621
2023-11-06,148.73,149.33,146.69,147.0,5625108,147.66,33249
2023-11-07,145.16,145.61,143.24,144.41,10288199,144.141,64567
2023-11-08,143.88,144.65,142.25,142.4,8196927,142.884,51131
2023-11-09,143.05,143.91,141.78,141.94,6115407,142.395,38578
2023-11-10,143.29,143.44,141.73,142.95,6425241,142.607,36927
2023-11-13,143.15,144.3,142.85,144.0,5962026,143.696,33593
2023-11-14,144.48,145.5,143.86,145.05,7145070,144.777,41888
2023-11-15,144.86,146.64,144.41,145.56,5969492,145.709,37598
2023-11-16,143.02,143.51,140.74,141.77,9329437,141.638,58803
2023-11-17,142.95,145.19,142.4,144.46,6375172,144.098,35642
2023-11-20,144.63,145.69,144.27,144.38,4754473,144.98,25753
2023-11-21,143.83,144.3,142.7,144.04,4190932,143.702,24604
2023-11-22,141.74,144.39,140.72,144.33,4496449,143.108,25381
2023-11-24,144.3,145.94,144.2,144.9,2297257,145.289,13717
2023-11-27,144.65,144.82,142.85,144.36,5817696,143.617,33750
2023-11-28,144.78,146.52,144.06,145.51,5753639,145.594,35287
2023-11-29,146.4,146.49,143.06,143.91,10739546,144.318,73967
2023-11-30,144.98,146.01,142.03,143.6,8290650,143.62,54142
2023-12-01,143.49,146.51,142.6,144.81,7964846,145.275,48208
2023-12-04,144.06,145.7,143.25,144.87,7195763,144.67,43758
2023-12-05,144.76,145.07,142.63,142.86,6047165,143.474,36668
2023-12-06,141.9,144.03,141.35,142.53,11232417,142.672,74042
2023-12-07,143.51,144.01,140.99,142.42,9822221,142.448,64418
2023-12-08,143.51,144.67,143.12,144.31,6225586,144.035,40655
2023-12-11,144.84,145.4,143.82,144.35,6098750,144.637,39562
2023-12-12,143.16,143.59,141.75,142.5,5943197,142.583,37052
2023-12-13,142.17,144.68,141.65,144.61,6619389,143.005,39274
2023-12-14,145.85,149.93,145.85,149.93,10023901,148.574,61762
2023-12-15,147.47,149.82,147.32,149.35,11434521,148.661,62131
2023-12-18,150.83,152.12,149.32,149.68,6892328,150.46,39191
2023-12-19,149.96,151.83,149.49,151.64,5265483,151.082,34397
2023-12-20,152.15,153.06,150.06,150.25,5671129,151.868,37871
2023-12-21,150.78,150.8,149.22,150.71,4215796,150.083,27455
2023-12-22,151.74,152.39,150.75,151.05,3648342,151.528,23968
2023-12-26,152.07,153.01,151.9,152.41,3131072,152.602,20159
2023-12-27,152.27,152.97,151.34,151.91,3113906,152.018,20161
2023-12-28,151.18,152.02,149.4,149.77,5436638,150.537,34810
2023-12-29,150.03,150.23,148.67,149.16,4490922,149.362,30464
2024-01-02,149.99,151.48,149.24,149.48,5417200,150.434,34899
2024-01-03,149.39,153.19,148.68,152.33,6268026,151.436,40246
2024-01-04,153.66,154.35,150.59,150.66,4561031,151.704,27010
2024-01-05,151.89,152.03,149.83,150.4,4689410,150.784,31693
2024-01-08,148.42,149.7,146.58,149.5,5580122,148.23,33733
2024-01-09,149.95,149.95,145.59,145.7,8145284,146.629,39940
2024-01-10,146.02,146.02,144.11,144.5,5344217,144.771,27624
2024-01-11,145.56,146.17,144.62,145.28,5442589,145.503,29133
2024-01-12,147.83,148.5,146.17,147.27,4580733,147.013,25535
2024-01-16,146.52,146.58,143.58,143.69,5477494,144.55,29429
2024-01-17,142.48,144.02,142.04,143.12,4486686,143.058,25837
2024-01-18,143.12,143.19,139.62,141.82,7082851,141.451,39537
2024-01-19,141.73,142.25,141.01,142.24,6053432,141.705,32655
2024-01-22,141.91,142.66,140.92,142.49,5086703,142.015,28348
2024-01-23,141.99,143.33,141.9,142.09,4574868,142.362,25751
2024-01-24,142.7,144.98,142.22,144.92,5044735,143.866,29966
2024-01-25,146.22,148.69,145.22,148.57,6216346,147.042,36406
2024-01-26,148.03,149.26,146.98,149.14,5818411,148.274,31342
2024-01-29,149.09,149.22,147.11,149.08,6051921,148.041,36134
2024-01-30,148.18,150.31,147.71,150.12,6430450,149.533,40985
2024-01-31,150.37,150.38,147.34,147.43,5440236,148.866,34053
2024-02-01,148.22,149.02,146.52,147.89,4842159,147.843,29579
2024-02-02,150.86,153.38,149.55,152.24,8284676,151.915,49673
2024-02-05,151.62,153.51,150.79,152.33,5081232,152.463,33039
2024-02-06,152.5,153.54,151.81,152.35,4139323,152.621,24889
2024-02-07,153.02,153.78,151.17,152.13,3749857,152.025,24677
2024-02-08,151.95,154.3,151.65,154.06,5510139,153.221,33533
2024-02-09,154.42,155.32,150.98,151.04,5493749,152.54,35752
2024-02-12,151.62,152.62,151.39,152.08,3605259,152.143,20991
2024-02-13,152.62,153.07,149.6,150.6,4266310,150.745,24916
2024-02-14,151.28,152.2,150.08,151.01,3283698,150.852,18446
2024-02-15,149.91,155.09,149.67,154.46,5415000,153.167,30728
2024-02-16,155.37,155.77,154.09,154.63,4419615,155.097,26021
2024-02-20,155.48,155.61,153.83,154.0,4289257,154.45,26646
2024-02-21,154.57,155.57,154.1,155.44,4140030,154.916,26588
2024-02-22,154.82,156.63,153.83,155.43,4462050,155.31,26831
2024-02-23,154.87,154.92,153.25,154.66,3774683,154.252,22286
2024-02-26,154.54,155.55,153.83,154.45,3532303,154.631,21667
2024-02-27,153.2,153.88,149.9,152.16,8851031,151.379,54431
2024-02-28,152.36,153.86,151.78,152.34,4118558,152.525,26099
2024-02-29,152.91,153.24,151.48,152.01,4011760,152.334,25400
2024-03-01,153.05,154.35,152.25,152.81,4443054,153.234,28292
2024-03-04,152.5,152.59,147.67,148.88,7929640,148.918,50084
2024-03-05,148.83,150.62,148.3,149.59,3994732,149.806,25632
2024-03-06,150.83,152.41,148.14,148.33,8792389,149.933,55890
2024-03-07,148.5,150.75,148.45,149.37,4665982,149.748,28929
2024-03-08,149.37,149.99,148.39,149.88,4264282,149.185,26143
2024-03-11,150.45,152.08,149.59,152.0,4447671,150.911,28059
2024-03-12,151.83,152.57,150.79,151.89,3403874,151.827,21942
2024-03-13,153.24,154.88,153.15,153.89,4744760,154.195,28860
2024-03-14,153.77,155.73,152.76,155.7,4716872,154.604,27612
2024-03-15,155.63,157.04,154.42,155.55,6389277,155.587,25060
2024-03-18,156.03,156.67,154.94,155.41,4264994,155.661,26038
2024-03-19,155.3,156.84,155.01,156.62,4100486,156.406,23415
2024-03-20,155.76,156.43,154.23,154.55,5035687,154.985,29958
2024-03-21,154.95,155.69,154.41,154.86,3785447,154.941,22765
2024-03-22,155.08,155.28,154.16,154.66,3498865,154.571,19707
2024-03-25,155.48,157.31,155.27,156.47,3298994,156.481,18238
2024-03-26,156.52,156.86,154.65,155.27,3579245,155.336,19946
2024-03-27,154.87,156.44,154.85,156.35,3105558,155.675,18685
2024-03-28,157.15,158.19,156.37,157.74,4174021,157.615,24567
2024-04-01,158.27,159.59,156.94,159.08,3780721,158.904,22138
2024-04-02,160.05,161.22,159.02,159.78,5176192,159.727,28737
2024-04-03,160.1,160.95,159.72,160.44,4490858,160.379,27090
2024-04-04,160.8,161.95,159.82,160.69,5656096,161.04,29220
2024-04-05,161.33,162.17,159.86,161.6,4306514,161.216,25064
2024-04-08,161.65,162.51,160.33,161.27,3852058,161.334,22210
2024-04-09,161.85,162.54,160.46,162.0,3761236,161.289,21924
2024-04-10,162.21,162.77,161.01,162.67,4221373,162.143,24702
2024-04-11,163.62,163.62,159.8,161.89,3988872,161.15,22601
2024-04-12,162.29,163.87,158.04,158.96,6482780,160.455,38948
2024-04-15,159.94,160.49,157.36,157.59,3966969,158.565,20244
2024-04-16,157.3,157.81,155.42,156.28,2977027,156.412,17921
2024-04-17,155.99,157.71,155.64,156.4,3963323,156.813,24277
